Deputy_ID,Deputy_Name,Constituency,Parliamentary_Group,URL,Committee_Name,Committee_URL,Role
63,Ciucã Liviu-Bogdan,18 / GALAȚI,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=63,"Comisia juridică, de disciplină şi imunităţi",http://www.cdep.ro/pls/parlam/structura2015.co?idc=11&cam=2&leg=2024&idl=1,Preşedinte
64,Ciunt Ionel,33 / SÃLAJ,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=64,"Comisia pentru agricultură, silvicultură, industrie alimentară şi servicii specifice",http://www.cdep.ro/pls/parlam/structura2015.co?idc=4&cam=2&leg=2024&idl=1,Preşedinte
64,Ciunt Ionel,33 / SÃLAJ,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=64,Comisia pentru antreprenoriat şi turism,http://www.cdep.ro/pls/parlam/structura2015.co?idc=240&cam=2&leg=2024&idl=1,
65,Cîmpan Cristian-Emanuel,5 / BIHOR,POT,https://cdep.ro/pls/parlam/structura2015.mp?idm=65,"Comisia pentru buget, finanţe şi bănci",http://www.cdep.ro/pls/parlam/structura2015.co?idc=2&cam=2&leg=2024&idl=1,
66,Cîmpean Ovidiu-Vasile,13 / CLUJ,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=66,Comisia pentru sănătate şi familie,http://www.cdep.ro/pls/parlam/structura2015.co?idc=8&cam=2&leg=2024&idl=1,
66,Cîmpean Ovidiu-Vasile,13 / CLUJ,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=66,Comisia pentru învăţământ,http://www.cdep.ro/pls/parlam/structura2015.co?idc=9&cam=2&leg=2024&idl=1,
66,Cîmpean Ovidiu-Vasile,13 / CLUJ,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=66,Comisia pentru afaceri europene,http://www.cdep.ro/pls/parlam/structura2015.co?idc=33&cam=2&leg=2024&idl=1,Vicepreşedinte
67,Cîmpianu Andreea-Petronela,43 / DIASPORA,SOS RO,https://cdep.ro/pls/parlam/structura2015.mp?idm=67,Comisia pentru comunităţile de români din afara graniţelor ţării,http://www.cdep.ro/pls/parlam/structura2015.co?idc=32&cam=2&leg=2024&idl=1,
68,Cîrligea Florin-Eugen,9 / BRÃILA,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=68,Comisia pentru industrii şi servicii,http://www.cdep.ro/pls/parlam/structura2015.co?idc=3&cam=2&leg=2024&idl=1,Vicepreşedinte
68,Cîrligea Florin-Eugen,9 / BRÃILA,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=68,Comisia pentru transporturi şi infrastructură,http://www.cdep.ro/pls/parlam/structura2015.co?idc=34&cam=2&leg=2024&idl=1,
69,Cîrligeanu Ariadna-Elena,7 / BOTOȘANI,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=69,"Comisia juridică, de disciplină şi imunităţi",http://www.cdep.ro/pls/parlam/structura2015.co?idc=11&cam=2&leg=2024&idl=1,
69,Cîrligeanu Ariadna-Elena,7 / BOTOȘANI,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=69,Comisia pentru comunităţile de români din afara graniţelor ţării,http://www.cdep.ro/pls/parlam/structura2015.co?idc=32&cam=2&leg=2024&idl=1,
70,Coarnã Dumitru,42 / BUCUREȘTI,SOS RO,https://cdep.ro/pls/parlam/structura2015.mp?idm=70,Comisia pentru muncă şi protecţie socială,http://www.cdep.ro/pls/parlam/structura2015.co?idc=7&cam=2&leg=2024&idl=1,
71,Cojocaru Petru-Bogdan,24 / IAȘI,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=71,Comisia pentru administraţie publică şi amenajarea teritoriului,http://www.cdep.ro/pls/parlam/structura2015.co?idc=6&cam=2&leg=2024&idl=1,
71,Cojocaru Petru-Bogdan,24 / IAȘI,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=71,Comisia pentru tehnologia informaţiei şi comunicaţiilor,http://www.cdep.ro/pls/parlam/structura2015.co?idc=19&cam=2&leg=2024&idl=1,Vicepreşedinte (din  dec. 2024)
72,Coleșa Ilie-Alin,13 / CLUJ,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=72,Comisia pentru sănătate şi familie,http://www.cdep.ro/pls/parlam/structura2015.co?idc=8&cam=2&leg=2024&idl=1,
72,Coleșa Ilie-Alin,13 / CLUJ,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=72,Comisia pentru tehnologia informaţiei şi comunicaţiilor,http://www.cdep.ro/pls/parlam/structura2015.co?idc=19&cam=2&leg=2024&idl=1,Vicepreşedinte
73,Coliban Allen,8 / BRAȘOV,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=73,Comisia pentru administraţie publică şi amenajarea teritoriului,http://www.cdep.ro/pls/parlam/structura2015.co?idc=6&cam=2&leg=2024&idl=1,
73,Coliban Allen,8 / BRAȘOV,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=73,Comisia pentru mediu şi echilibru ecologic,http://www.cdep.ro/pls/parlam/structura2015.co?idc=46&cam=2&leg=2024&idl=1,Vicepreşedinte
74,Coman Dragoș-Florin,12 / CÃLÃRAȘI,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=74,Comisia pentru administraţie publică şi amenajarea teritoriului,http://www.cdep.ro/pls/parlam/structura2015.co?idc=6&cam=2&leg=2024&idl=1,
74,Coman Dragoș-Florin,12 / CÃLÃRAȘI,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=74,Comisia pentru tineret și sport,http://www.cdep.ro/pls/parlam/structura2015.co?idc=78&cam=2&leg=2024&idl=1,Vicepreşedinte
75,Constantinescu Andra-Claudia,9 / BRÃILA,SOS RO,https://cdep.ro/pls/parlam/structura2015.mp?idm=75,Comisia pentru afaceri europene,http://www.cdep.ro/pls/parlam/structura2015.co?idc=33&cam=2&leg=2024&idl=1,
76,Constantinescu Sergiu-Mircea,38 / TULCEA,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=76,Comisia pentru industrii şi servicii,http://www.cdep.ro/pls/parlam/structura2015.co?idc=3&cam=2&leg=2024&idl=1,
77,Corcheș Codruța-Maria,37 / TIMIȘ,POT,https://cdep.ro/pls/parlam/structura2015.mp?idm=77,"Comisia pentru cultură, arte, mijloace de informare în masă",http://www.cdep.ro/pls/parlam/structura2015.co?idc=10&cam=2&leg=2024&idl=1,
78,Corendea Cosmin-Ioan,19 / GIURGIU,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=78,Comisia pentru politică externă,http://www.cdep.ro/pls/parlam/structura2015.co?idc=13&cam=2&leg=2024&idl=1,Vicepreşedinte
78,Corendea Cosmin-Ioan,19 / GIURGIU,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=78,Comisia pentru afaceri europene,http://www.cdep.ro/pls/parlam/structura2015.co?idc=33&cam=2&leg=2024&idl=1,
79,Cotinescu Ilie-Aurelian,16 / DÂMBOVIȚA,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=79,"Comisia pentru apărare, ordine publică şi siguranţă naţională",http://www.cdep.ro/pls/parlam/structura2015.co?idc=12&cam=2&leg=2024&idl=1,
79,Cotinescu Ilie-Aurelian,16 / DÂMBOVIȚA,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=79,Comisia pentru știință și tehnologie,http://www.cdep.ro/pls/parlam/structura2015.co?idc=72&cam=2&leg=2024&idl=1,
79,Cotinescu Ilie-Aurelian,16 / DÂMBOVIȚA,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=79,Comisia pentru antreprenoriat şi turism,http://www.cdep.ro/pls/parlam/structura2015.co?idc=240&cam=2&leg=2024&idl=1,
80,Cotîrleț Paul-Claudiu,29 / NEAMȚ,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=80,"Comisia pentru buget, finanţe şi bănci",http://www.cdep.ro/pls/parlam/structura2015.co?idc=2&cam=2&leg=2024&idl=1,
80,Cotîrleț Paul-Claudiu,29 / NEAMȚ,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=80,Comisia pentru politică externă,http://www.cdep.ro/pls/parlam/structura2015.co?idc=13&cam=2&leg=2024&idl=1,Secretar
80,Cotîrleț Paul-Claudiu,29 / NEAMȚ,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=80,Comisia pentru tineret și sport,http://www.cdep.ro/pls/parlam/structura2015.co?idc=78&cam=2&leg=2024&idl=1,
81,Cozma Adrian-Felician,32 / SATU-MARE,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=81,"Comisia juridică, de disciplină şi imunităţi",http://www.cdep.ro/pls/parlam/structura2015.co?idc=11&cam=2&leg=2024&idl=1,Secretar
81,Cozma Adrian-Felician,32 / SATU-MARE,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=81,"Comisia pentru apărare, ordine publică şi siguranţă naţională",http://www.cdep.ro/pls/parlam/structura2015.co?idc=12&cam=2&leg=2024&idl=1,
82,Cristian Brian,26 / MARAMUREȘ,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=82,Comisia pentru administraţie publică şi amenajarea teritoriului,http://www.cdep.ro/pls/parlam/structura2015.co?idc=6&cam=2&leg=2024&idl=1,
82,Cristian Brian,26 / MARAMUREȘ,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=82,Comisia pentru tineret și sport,http://www.cdep.ro/pls/parlam/structura2015.co?idc=78&cam=2&leg=2024&idl=1,Vicepreşedinte
83,Crîstici Ognean,,Minoritati,https://cdep.ro/pls/parlam/structura2015.mp?idm=83,Comisia pentru învăţământ,http://www.cdep.ro/pls/parlam/structura2015.co?idc=9&cam=2&leg=2024&idl=1,
84,Crușoveanu Marian,14 / CONSTANȚA,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=84,"Comisia pentru cercetarea abuzurilor, corupţiei şi pentru petiţii",http://www.cdep.ro/pls/parlam/structura2015.co?idc=14&cam=2&leg=2024&idl=1,
84,Crușoveanu Marian,14 / CONSTANȚA,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=84,Comisia pentru transporturi şi infrastructură,http://www.cdep.ro/pls/parlam/structura2015.co?idc=34&cam=2&leg=2024&idl=1,Vicepreşedinte
84,Crușoveanu Marian,14 / CONSTANȚA,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=84,Comisia pentru mediu şi echilibru ecologic,http://www.cdep.ro/pls/parlam/structura2015.co?idc=46&cam=2&leg=2024&idl=1,
85,Csép Éva-Andrea,28 / MUREȘ,UDMR,https://cdep.ro/pls/parlam/structura2015.mp?idm=85,Comisia pentru muncă şi protecţie socială,http://www.cdep.ro/pls/parlam/structura2015.co?idc=7&cam=2&leg=2024&idl=1,Vicepreşedinte
85,Csép Éva-Andrea,28 / MUREȘ,UDMR,https://cdep.ro/pls/parlam/structura2015.mp?idm=85,Comisia pentru egalitatea de şanse pentru femei şi bărbaţi,http://www.cdep.ro/pls/parlam/structura2015.co?idc=20&cam=2&leg=2024&idl=1,
86,Csillag Andrei,6 / BISTRIȚA-NÃSÃUD,POT,https://cdep.ro/pls/parlam/structura2015.mp?idm=86,Comisia pentru știință și tehnologie,http://www.cdep.ro/pls/parlam/structura2015.co?idc=72&cam=2&leg=2024&idl=1,Vicepreşedinte
87,Csoma Botond,13 / CLUJ,UDMR,https://cdep.ro/pls/parlam/structura2015.mp?idm=87,,,
88,Culeafã Mihai,27 / MEHEDINȚI,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=88,Comisia pentru industrii şi servicii,http://www.cdep.ro/pls/parlam/structura2015.co?idc=3&cam=2&leg=2024&idl=1,
88,Culeafã Mihai,27 / MEHEDINȚI,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=88,Comisia pentru mediu şi echilibru ecologic,http://www.cdep.ro/pls/parlam/structura2015.co?idc=46&cam=2&leg=2024&idl=1,
89,Dascãlu Cristina-Emanuela,24 / IAȘI,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=89,Comisia pentru învăţământ,http://www.cdep.ro/pls/parlam/structura2015.co?idc=9&cam=2&leg=2024&idl=1,Vicepreşedinte
89,Dascãlu Cristina-Emanuela,24 / IAȘI,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=89,Comisia pentru politică externă,http://www.cdep.ro/pls/parlam/structura2015.co?idc=13&cam=2&leg=2024&idl=1,
90,Dimitriu Alexandru-Paul,42 / BUCUREȘTI,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=90,"Comisia juridică, de disciplină şi imunităţi",http://www.cdep.ro/pls/parlam/structura2015.co?idc=11&cam=2&leg=2024&idl=1,
90,Dimitriu Alexandru-Paul,42 / BUCUREȘTI,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=90,Comisia pentru constituționalitate,http://www.cdep.ro/pls/parlam/structura2015.co?idc=71&cam=2&leg=2024&idl=1,Secretar
91,Doboș Elena,38 / TULCEA,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=91,Comisia pentru învăţământ,http://www.cdep.ro/pls/parlam/structura2015.co?idc=9&cam=2&leg=2024&idl=1,Secretar
91,Doboș Elena,38 / TULCEA,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=91,Comisia pentru politică externă,http://www.cdep.ro/pls/parlam/structura2015.co?idc=13&cam=2&leg=2024&idl=1,
92,Dobre Ciprian-Minodor,28 / MUREȘ,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=92,Comisia pentru învăţământ,http://www.cdep.ro/pls/parlam/structura2015.co?idc=9&cam=2&leg=2024&idl=1,
92,Dobre Ciprian-Minodor,28 / MUREȘ,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=92,"Comisia juridică, de disciplină şi imunităţi",http://www.cdep.ro/pls/parlam/structura2015.co?idc=11&cam=2&leg=2024&idl=1,Vicepreşedinte
92,Dobre Ciprian-Minodor,28 / MUREȘ,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=92,Comisia pentru constituționalitate,http://www.cdep.ro/pls/parlam/structura2015.co?idc=71&cam=2&leg=2024&idl=1,
93,Dolineaschi Andrei,42 / BUCUREȘTI,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=93,"Comisia pentru drepturile omului, culte şi problemele minorităţilor naţionale",http://www.cdep.ro/pls/parlam/structura2015.co?idc=5&cam=2&leg=2024&idl=1,
93,Dolineaschi Andrei,42 / BUCUREȘTI,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=93,Comisia pentru afaceri europene,http://www.cdep.ro/pls/parlam/structura2015.co?idc=33&cam=2&leg=2024&idl=1,Secretar
93,Dolineaschi Andrei,42 / BUCUREȘTI,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=93,Comisia pentru transporturi şi infrastructură,http://www.cdep.ro/pls/parlam/structura2015.co?idc=34&cam=2&leg=2024&idl=1,
94,Drãgoescu Cezar-Mihail,17 / DOLJ,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=94,"Comisia pentru buget, finanţe şi bănci",http://www.cdep.ro/pls/parlam/structura2015.co?idc=2&cam=2&leg=2024&idl=1,
95,Drinceanu Vlad-Florentin,36 / TELEORMAN,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=95,Comisia pentru învăţământ,http://www.cdep.ro/pls/parlam/structura2015.co?idc=9&cam=2&leg=2024&idl=1,
96,Drulã Cãtãlin,37 / TIMIȘ,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=96,Comisia pentru transporturi şi infrastructură,http://www.cdep.ro/pls/parlam/structura2015.co?idc=34&cam=2&leg=2024&idl=1,
97,Dunava Costel Neculai,4 / BACÃU,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=97,"Comisia pentru politică economică, reformă şi privatizare",http://www.cdep.ro/pls/parlam/structura2015.co?idc=1&cam=2&leg=2024&idl=1,Preşedinte (până în  dec. 2024)
98,Echert Adrian,34 / SIBIU,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=98,"Comisia pentru buget, finanţe şi bănci",http://www.cdep.ro/pls/parlam/structura2015.co?idc=2&cam=2&leg=2024&idl=1,Secretar
99,Enache Diana,4 / BACÃU,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=99,Comisia pentru tehnologia informaţiei şi comunicaţiilor,http://www.cdep.ro/pls/parlam/structura2015.co?idc=19&cam=2&leg=2024&idl=1,
99,Enache Diana,4 / BACÃU,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=99,Comisia pentru egalitatea de şanse pentru femei şi bărbaţi,http://www.cdep.ro/pls/parlam/structura2015.co?idc=20&cam=2&leg=2024&idl=1,
100,Enache Mihai-Adrian,42 / BUCUREȘTI,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=100,Comisia pentru administraţie publică şi amenajarea teritoriului,http://www.cdep.ro/pls/parlam/structura2015.co?idc=6&cam=2&leg=2024&idl=1,
101,Enachi Raisa,39 / VASLUI,SOS RO,https://cdep.ro/pls/parlam/structura2015.mp?idm=101,Comisia pentru egalitatea de şanse pentru femei şi bărbaţi,http://www.cdep.ro/pls/parlam/structura2015.co?idc=20&cam=2&leg=2024&idl=1,Vicepreşedinte
102,Ene Gabriela-Corina,5 / BIHOR,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=102,Comisia pentru administraţie publică şi amenajarea teritoriului,http://www.cdep.ro/pls/parlam/structura2015.co?idc=6&cam=2&leg=2024&idl=1,
102,Ene Gabriela-Corina,5 / BIHOR,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=102,"Comisia juridică, de disciplină şi imunităţi",http://www.cdep.ro/pls/parlam/structura2015.co?idc=11&cam=2&leg=2024&idl=1,
102,Ene Gabriela-Corina,5 / BIHOR,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=102,"Comisia pentru cercetarea abuzurilor, corupţiei şi pentru petiţii",http://www.cdep.ro/pls/parlam/structura2015.co?idc=14&cam=2&leg=2024&idl=1,
103,Fãget Mãdãlin-Laurențiu,14 / CONSTANȚA,SOS RO,https://cdep.ro/pls/parlam/structura2015.mp?idm=103,"Comisia pentru apărare, ordine publică şi siguranţă naţională",http://www.cdep.ro/pls/parlam/structura2015.co?idc=12&cam=2&leg=2024&idl=1,
104,Fechet Mircea,4 / BACÃU,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=104,Comisia pentru afaceri europene,http://www.cdep.ro/pls/parlam/structura2015.co?idc=33&cam=2&leg=2024&idl=1,
104,Fechet Mircea,4 / BACÃU,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=104,Comisia pentru mediu şi echilibru ecologic,http://www.cdep.ro/pls/parlam/structura2015.co?idc=46&cam=2&leg=2024&idl=1,
105,Feodor Silviu,,Minoritati,https://cdep.ro/pls/parlam/structura2015.mp?idm=105,Comisia pentru sănătate şi familie,http://www.cdep.ro/pls/parlam/structura2015.co?idc=8&cam=2&leg=2024&idl=1,
106,Fifor Mihai-Viorel,2 / ARAD,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=106,"Comisia pentru apărare, ordine publică şi siguranţă naţională",http://www.cdep.ro/pls/parlam/structura2015.co?idc=12&cam=2&leg=2024&idl=1,Vicepreşedinte
107,Firczak Iulius Marian,,Minoritati,https://cdep.ro/pls/parlam/structura2015.mp?idm=107,"Comisia pentru buget, finanţe şi bănci",http://www.cdep.ro/pls/parlam/structura2015.co?idc=2&cam=2&leg=2024&idl=1,Secretar
107,Firczak Iulius Marian,,Minoritati,https://cdep.ro/pls/parlam/structura2015.mp?idm=107,Comisia pentru tehnologia informaţiei şi comunicaţiilor,http://www.cdep.ro/pls/parlam/structura2015.co?idc=19&cam=2&leg=2024&idl=1,
108,Florea Gabriel-Florinel,36 / TELEORMAN,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=108,"Comisia pentru agricultură, silvicultură, industrie alimentară şi servicii specifice",http://www.cdep.ro/pls/parlam/structura2015.co?idc=4&cam=2&leg=2024&idl=1,Secretar
109,Furtunã Mirela,42 / BUCUREȘTI,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=109,Comisia pentru politică externă,http://www.cdep.ro/pls/parlam/structura2015.co?idc=13&cam=2&leg=2024&idl=1,
109,Furtunã Mirela,42 / BUCUREȘTI,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=109,Comisia pentru egalitatea de şanse pentru femei şi bărbaţi,http://www.cdep.ro/pls/parlam/structura2015.co?idc=20&cam=2&leg=2024&idl=1,
109,Furtunã Mirela,42 / BUCUREȘTI,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=109,Comisia pentru afaceri europene,http://www.cdep.ro/pls/parlam/structura2015.co?idc=33&cam=2&leg=2024&idl=1,Vicepreşedinte
110,Gal Cãlin-Grațian,5 / BIHOR,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=110,"Comisia pentru buget, finanţe şi bănci",http://www.cdep.ro/pls/parlam/structura2015.co?idc=2&cam=2&leg=2024&idl=1,
110,Gal Cãlin-Grațian,5 / BIHOR,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=110,Comisia pentru muncă şi protecţie socială,http://www.cdep.ro/pls/parlam/structura2015.co?idc=7&cam=2&leg=2024&idl=1,
111,Gál Károly,15 / COVASNA,UDMR,https://cdep.ro/pls/parlam/structura2015.mp?idm=111,Comisia pentru industrii şi servicii,http://www.cdep.ro/pls/parlam/structura2015.co?idc=3&cam=2&leg=2024&idl=1,
111,Gál Károly,15 / COVASNA,UDMR,https://cdep.ro/pls/parlam/structura2015.mp?idm=111,Comisia pentru transporturi şi infrastructură,http://www.cdep.ro/pls/parlam/structura2015.co?idc=34&cam=2&leg=2024&idl=1,Vicepreşedinte
112,Ganț Ovidiu Victor,,Minoritati,https://cdep.ro/pls/parlam/structura2015.mp?idm=112,Comisia pentru politică externă,http://www.cdep.ro/pls/parlam/structura2015.co?idc=13&cam=2&leg=2024&idl=1,
112,Ganț Ovidiu Victor,,Minoritati,https://cdep.ro/pls/parlam/structura2015.mp?idm=112,Comisia pentru regulament,http://www.cdep.ro/pls/parlam/structura2015.co?idc=23&cam=2&leg=2024&idl=1,
113,Gavrilã Anamaria,22 / HUNEDOARA,POT,https://cdep.ro/pls/parlam/structura2015.mp?idm=113,Comisia pentru afaceri europene,http://www.cdep.ro/pls/parlam/structura2015.co?idc=33&cam=2&leg=2024&idl=1,
114,Gavrilã Bianca-Eugenia,1 / ALBA,POT,https://cdep.ro/pls/parlam/structura2015.mp?idm=114,Comisia pentru politică externă,http://www.cdep.ro/pls/parlam/structura2015.co?idc=13&cam=2&leg=2024&idl=1,
115,Gavrilescu Grațiela Leocadia,31 / PRAHOVA,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=115,Comisia pentru sănătate şi familie,http://www.cdep.ro/pls/parlam/structura2015.co?idc=8&cam=2&leg=2024&idl=1,
115,Gavrilescu Grațiela Leocadia,31 / PRAHOVA,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=115,"Comisia pentru cercetarea abuzurilor, corupţiei şi pentru petiţii",http://www.cdep.ro/pls/parlam/structura2015.co?idc=14&cam=2&leg=2024&idl=1,
116,Geamãnu Aurora-Adela,17 / DOLJ,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=116,"Comisia pentru agricultură, silvicultură, industrie alimentară şi servicii specifice",http://www.cdep.ro/pls/parlam/structura2015.co?idc=4&cam=2&leg=2024&idl=1,
116,Geamãnu Aurora-Adela,17 / DOLJ,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=116,Comisia pentru mediu şi echilibru ecologic,http://www.cdep.ro/pls/parlam/structura2015.co?idc=46&cam=2&leg=2024&idl=1,
117,Georgescu Gheorghe-Daniel,14 / CONSTANȚA,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=117,Comisia pentru administraţie publică şi amenajarea teritoriului,http://www.cdep.ro/pls/parlam/structura2015.co?idc=6&cam=2&leg=2024&idl=1,
117,Georgescu Gheorghe-Daniel,14 / CONSTANȚA,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=117,Comisia pentru mediu şi echilibru ecologic,http://www.cdep.ro/pls/parlam/structura2015.co?idc=46&cam=2&leg=2024&idl=1,
118,Gheorghe Andrei Daniel,25 / ILFOV,PNL,https://cdep.ro/pls/parlam/structura2015.mp?idm=118,"Comisia pentru cultură, arte, mijloace de informare în masă",http://www.cdep.ro/pls/parlam/structura2015.co?idc=10&cam=2&leg=2024&idl=1,
119,Gheorghe Ionel,17 / DOLJ,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=119,"Comisia pentru politică economică, reformă şi privatizare",http://www.cdep.ro/pls/parlam/structura2015.co?idc=1&cam=2&leg=2024&idl=1,Vicepreşedinte
120,Gheorghe Mihai-Claudiu,12 / CÃLÃRAȘI,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=120,Comisia pentru sănătate şi familie,http://www.cdep.ro/pls/parlam/structura2015.co?idc=8&cam=2&leg=2024&idl=1,
121,Gheorghiu Andrei-Florin,40 / VÂLCEA,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=121,Comisia pentru transporturi şi infrastructură,http://www.cdep.ro/pls/parlam/structura2015.co?idc=34&cam=2&leg=2024&idl=1,
122,Ghera Giureci-Slobodan,,Minoritati,https://cdep.ro/pls/parlam/structura2015.mp?idm=122,Comisia pentru afaceri europene,http://www.cdep.ro/pls/parlam/structura2015.co?idc=33&cam=2&leg=2024&idl=1,
122,Ghera Giureci-Slobodan,,Minoritati,https://cdep.ro/pls/parlam/structura2015.mp?idm=122,Comisia pentru tineret și sport,http://www.cdep.ro/pls/parlam/structura2015.co?idc=78&cam=2&leg=2024&idl=1,
123,Gherasim Laura,39 / VASLUI,AUR,https://cdep.ro/pls/parlam/structura2015.mp?idm=123,"Comisia pentru cercetarea abuzurilor, corupţiei şi pentru petiţii",http://www.cdep.ro/pls/parlam/structura2015.co?idc=14&cam=2&leg=2024&idl=1,Preşedinte
124,Ghigiu Alexandru-Mihai,42 / BUCUREȘTI,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=124,Comisia pentru învăţământ,http://www.cdep.ro/pls/parlam/structura2015.co?idc=9&cam=2&leg=2024&idl=1,Preşedinte (din  dec. 2024)
125,Gima George,14 / CONSTANȚA,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=125,"Comisia pentru cultură, arte, mijloace de informare în masă",http://www.cdep.ro/pls/parlam/structura2015.co?idc=10&cam=2&leg=2024&idl=1,
125,Gima George,14 / CONSTANȚA,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=125,Comisia pentru politică externă,http://www.cdep.ro/pls/parlam/structura2015.co?idc=13&cam=2&leg=2024&idl=1,
126,Giurgiu Adrian,28 / MUREȘ,USR,https://cdep.ro/pls/parlam/structura2015.mp?idm=126,Comisia pentru mediu şi echilibru ecologic,http://www.cdep.ro/pls/parlam/structura2015.co?idc=46&cam=2&leg=2024&idl=1,
127,Gliga Dumitrița,28 / MUREȘ,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=127,Comisia pentru învăţământ,http://www.cdep.ro/pls/parlam/structura2015.co?idc=9&cam=2&leg=2024&idl=1,Vicepreşedinte
127,Gliga Dumitrița,28 / MUREȘ,PSD,https://cdep.ro/pls/parlam/structura2015.mp?idm=127,"Comisia juridică, de disciplină şi imunităţi",http://www.cdep.ro/pls/parlam/structura2015.co?idc=11&cam=2&leg=2024&idl=1,
128,Goidescu Ionel,8 / BRAȘOV,SOS RO,https://cdep.ro/pls/parlam/structura2015.mp?idm=128,Comisia pentru administraţie publică şi amenajarea teritoriului,http://www.cdep.ro/pls/parlam/structura2015.co?idc=6&cam=2&leg=2024&idl=1,
